Current State,Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Louisiana,2017,522,-128,-1654,422,365,-620,-309,-73,-361,-1999,-2997,307,-281,776,-896,145,1,-762,0,-455,362,-598,352,-294,908,-940,121,-124,-207,548,225,-586,438,-1560,149,160,-1481,-1196,-167,-233,-703,-1241,-881,-11026,-283,-149,-632,-1778,104,-728,61
Maine,2017,190,-62,128,12,-1000,401,1063,111,2,99,1109,0,-90,-21,99,-54,-24,41,455,0,-109,3468,-116,77,-162,659,-150,276,-18,324,408,38,867,60,0,58,-37,90,473,-100,-327,-89,-331,-157,293,-55,27,-228,33,-904,0
Maryland,2017,-157,636,581,-1015,-2309,-1238,734,-4293,11976,-11152,2316,2538,42,-66,794,-196,-172,-514,-362,109,0,149,-101,-203,-142,-1618,-110,-466,-13,-570,1544,131,5039,-1462,230,-1598,112,-1197,-7583,313,-1414,-306,-520,-2903,-317,108,-2263,-784,-789,304,-69
Massachusetts,2017,-238,428,-1352,110,-4029,-928,-2864,1186,-1250,-6713,860,-381,732,-697,177,44,275,375,598,-3468,-149,0,977,534,-138,494,117,123,525,-9317,4273,364,8007,-4389,8,-1239,-51,-266,-862,-3862,-443,56,-152,-899,685,-1975,-410,-2018,-36,444,0
Michigan,2017,1848,-176,-703,-136,-664,340,407,-369,-363,-4690,545,-165,-414,3120,794,1339,1087,2355,-352,116,101,-977,0,-3489,1406,1726,-626,-283,-392,248,-316,-39,4249,-1790,173,879,770,606,86,-100,7,-132,-2832,3,646,-22,548,-2262,-413,-1508,542
Minnesota,2017,71,-406,-4506,-174,-1969,-148,772,86,80,-4102,-344,319,-139,2011,1105,-964,-10,-217,294,-77,203,-534,3489,0,242,73,-526,-488,-690,31,250,447,1301,-1032,-3265,1342,-782,-55,-381,123,-349,2734,1234,-3186,-1324,-29,-458,141,-117,682,-265
Mississippi,2017,-1862,-45,-708,-1920,1410,-85,145,68,-157,245,3349,771,-261,202,1317,107,-260,319,-908,162,142,138,-1406,-242,0,1357,184,996,-196,30,964,-394,11,-994,-354,-221,-1469,-367,-933,-166,-193,-14,2806,-6143,-361,0,-774,643,812,-451,212
Missouri,2017,1974,1081,-2375,-199,4077,501,-1176,-90,-296,-2190,-1190,873,-442,6620,800,1168,488,-56,940,-659,1618,-494,-1726,-73,-1357,0,240,1397,-285,107,925,376,-2486,-1588,503,1794,3030,-255,1654,-46,-2207,153,-1499,939,-1310,228,138,135,90,1580,243
Montana,2017,54,545,-2050,781,2638,1566,0,0,47,447,51,20,260,652,125,-186,-71,-101,-121,150,110,-117,626,526,-184,-240,0,-104,152,76,37,-755,398,-119,627,-179,-366,238,311,-403,-506,292,-125,919,-1164,10,456,-714,86,52,2697
Nebraska,2017,253,-83,-414,-208,1288,-21,-154,11,10,1077,-58,8,161,-675,-347,2186,-602,-78,124,-276,466,-123,283,488,-996,-1397,104,0,-18,67,-306,-75,560,100,24,70,807,482,-83,0,-168,-355,169,2187,887,-88,-280,-498,-123,262,99
Nevada,2017,-1798,391,-2139,112,23745,4718,551,517,121,1144,892,2706,1061,172,-57,-534,-540,324,207,18,13,-525,392,690,196,285,-152,18,0,-993,527,866,7,2396,137,1495,-433,699,417,85,192,626,168,-2253,-1538,-64,-544,805,-30,-29,-216
New Hampshire,2017,-136,151,-388,107,1202,-904,2474,0,14,-3401,-250,307,0,658,242,21,-338,-247,-548,-324,570,9317,-248,-31,-30,-107,-76,-67,993,0,500,-77,2126,840,0,-658,214,-130,152,90,-574,196,167,562,30,184,-850,-259,-217,-93,-11
New Jersey,2017,-934,125,-3431,-184,-4938,-4067,1394,-2463,-1928,-18854,-4295,228,251,-1181,-1952,-183,842,-418,-225,-408,-1544,-4273,316,-250,-964,-925,-37,306,-527,-500,0,-196,22282,-8408,-61,-1424,96,334,-17358,-1734,-6370,-135,-494,-869,-707,-425,-3242,-2567,-205,-338,-15
New Mexico,2017,-237,1406,674,-156,1585,-1137,-825,-44,-68,-1782,-1388,-275,38,665,-282,346,-359,-1215,586,-38,-131,-364,39,-447,394,-376,755,75,-866,77,196,0,271,-786,126,54,-1269,-502,-348,214,206,-52,-762,-39,-1370,-60,-650,-1593,0,-587,260
New York,2017,-354,292,-1848,926,-9296,-5456,-11202,-2361,-837,-35577,-4067,936,490,502,1106,1744,-815,-899,-438,-867,-5039,-8007,-4249,-1301,-11,2486,-398,-560,-7,-2126,-22282,-271,0,-15031,202,-5294,85,-833,-15266,381,-5460,-220,-1341,-10606,-1436,171,-1937,-688,-145,-68,-56
North Carolina,2017,281,1056,1195,-1002,8946,-2252,3870,859,316,10324,4208,64,-1197,2090,1099,-849,425,-1697,1560,-60,1462,4389,1790,1032,994,1588,119,-100,-2396,-840,8408,786,15031,0,571,3512,-223,823,3592,-37,-34,-203,-476,1367,-630,233,1556,-997,479,-358,-46
North Dakota,2017,-825,49,-2161,-40,1828,-291,-187,167,-5,553,26,230,-1042,-274,-4,320,6,-106,-149,0,-230,-8,-173,3265,354,-503,-627,-24,-137,0,61,-126,-202,-571,0,-317,126,255,664,0,470,-98,478,73,-1937,0,212,113,0,286,472
Ohio,2017,785,-369,-1952,644,-124,-1935,1307,326,139,-7103,-3339,-768,253,2940,-933,696,125,-4058,-160,-58,1598,1239,-879,-1342,221,-1794,179,-70,-1495,658,1424,-54,5294,-3512,317,0,-207,-20,4432,78,-1153,-85,193,-1192,156,320,470,-560,1799,-163,182
Oklahoma,2017,256,631,-2925,-1019,2284,-1706,-301,-295,36,-1890,-121,129,111,1273,-392,823,1651,18,1481,37,-112,51,-770,782,1469,-3030,366,-807,433,-214,-96,1269,-85,223,-126,207,0,-280,-68,216,108,-78,-343,11857,-715,23,-2532,-1489,-186,-134,-64
Oregon,2017,-265,1576,-3763,-223,29561,-1174,-224,-19,23,35,590,1568,578,3148,82,-158,965,-239,1196,-90,1197,266,-606,55,367,255,-238,-482,-699,130,-334,502,833,-823,-255,20,280,0,-187,159,267,505,234,3324,1,-36,3055,-1863,227,662,76
Pennsylvania,2017,-179,20,-3066,-2347,-5146,-2054,674,-2122,1515,-11413,-718,421,-140,1957,2326,-826,-225,593,167,-473,7583,862,-86,381,933,-1654,-311,83,-417,-152,17358,348,15266,-3592,-664,-4432,68,187,0,558,-2394,618,-2428,-5458,195,1370,-4933,-1412,-817,-440,-98
Rhode Island,2017,-713,-107,-40,175,655,-538,1133,0,-296,751,273,54,34,-59,247,-92,0,-154,233,100,-313,3862,100,-123,166,46,403,0,-85,-90,1734,-214,-381,37,0,-78,-216,-159,-558,0,-82,0,248,970,211,-339,190,-391,-91,181,0
South Carolina,2017,237,-270,1166,-255,484,-465,2408,320,87,4202,-2583,-964,263,2070,1978,-257,826,971,703,327,1414,443,-7,349,193,2207,506,168,-192,574,6370,-206,5460,34,-470,1153,-108,-267,2394,82,0,67,1352,2878,-417,-73,1855,-2500,2499,770,0
South Dakota,2017,48,177,-1056,83,2196,-169,0,0,0,-183,121,486,-96,-509,-372,-206,-397,-73,1241,89,306,-56,132,-2734,14,-153,-292,355,-626,-196,135,52,220,203,98,85,78,-505,-618,0,-67,0,54,-342,170,-32,-130,-84,0,829,418
Tennessee,2017,1505,-127,328,460,2466,-630,1847,330,-735,7447,1641,-161,-187,7290,-377,-818,1008,1496,881,331,520,152,2832,-1234,-2806,1499,125,-169,-168,-167,494,762,1341,476,-478,-193,343,-234,2428,-248,-1352,-54,0,1274,-320,56,7218,494,-270,-256,184
Texas,2017,1410,1378,2082,-1545,22175,-5189,-1335,-855,-1551,2115,-3787,2298,-1149,14572,-1033,2771,1835,-116,11026,157,2903,899,-3,3186,6143,-939,-919,-2187,2253,-562,869,39,10606,-1367,-73,1192,-11857,-3324,5458,-970,-2878,342,-1274,0,2595,177,-160,550,-822,2068,-31
Utah,2017,-354,195,-450,-480,7095,1208,134,-32,117,-5019,715,570,-484,650,-411,-408,-614,1068,283,-293,317,-685,-646,1324,361,1310,1164,-887,1538,-30,707,1370,1436,630,1937,-156,715,-1,-195,-211,417,-170,320,-2595,0,74,1064,-2333,-314,-1077,989
Vermont,2017,0,203,36,0,351,218,446,-45,-186,-1171,42,83,0,1266,-512,-147,61,-85,149,55,-108,1975,22,29,0,-228,-10,88,64,-184,425,60,-171,-233,0,-320,-23,36,-1370,339,73,32,-56,-177,-74,0,-327,-322,48,1,643
Virginia,2017,-1936,376,-1006,97,-6653,-1455,2054,597,2579,-10368,-2548,2291,-505,2388,-302,761,1742,312,632,-27,2263,410,-548,458,774,-138,-456,280,544,850,3242,650,1937,-1556,-212,-470,2532,-3055,4933,-190,-1855,130,-7218,160,-1064,327,0,-2488,-94,-710,-538
Washington,2017,316,3879,-2659,-465,19341,1798,936,943,1235,4135,2726,2018,1082,4002,-1611,-538,1448,-1034,1778,228,784,2018,2262,-141,-643,-135,714,498,-805,259,2567,1593,688,997,-113,560,1489,1863,1412,391,2500,84,-494,-550,2333,322,2488,0,78,-425,-178
West Virginia,2017,-831,121,-305,0,-226,421,41,-11,287,448,229,0,119,64,-552,-368,405,-1236,-104,-33,789,36,413,117,-812,-90,-86,123,30,217,205,0,145,-479,0,-1799,186,-227,817,91,-2499,0,270,822,314,-48,94,-78,0,-334,0
Wisconsin,2017,-364,-2111,-2195,-357,-4607,-1405,94,105,31,-1697,-1707,66,-182,14689,-1483,7,126,-718,728,904,-304,-444,1508,-682,451,-1580,-52,-262,29,93,338,587,68,358,-286,163,134,-662,440,-181,-770,-829,256,-2068,1077,-1,710,425,334,0,253
Wyoming,2017,160,146,-777,710,949,-881,-67,240,0,-248,-630,-96,-1147,-251,18,457,-16,-266,-61,0,69,0,-542,265,-212,-243,-2697,-99,216,11,15,-260,56,46,-472,-182,64,-76,98,0,0,-418,-184,31,-989,-643,538,178,0,-253,0
